,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year,month,day,hour_UTC,minute_UTC
227,Investment Banking: How to Land a Job on Wall Street,True,75,1218,30,63,All Levels,3.5,Business Finance,2015,6,11,19,9
228,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,True,20,1132,33,18,All Levels,1.0,Business Finance,2015,7,20,23,48
229,Financial modeling: Build a multiples valuation model,True,20,656,17,20,All Levels,1.5,Business Finance,2016,5,30,18,0
230,Trade Recap I - A Real Look at Futures Options Markets,True,20,3339,4,11,Beginner Level,1.5,Business Finance,2014,2,17,9,22
231,Advanced Stock Options for Serious Equity Investors!,True,200,1271,23,7,Expert Level,1.5,Business Finance,2015,9,22,19,48
232,Trading Binary Options for Fun and Profit,True,20,1574,24,46,All Levels,2.0,Business Finance,2015,2,21,0,36
233,CFA: Fast Track your career in Finance,True,20,1393,27,21,Beginner Level,2.0,Business Finance,2015,9,29,20,12
234,How to be a Profitable Forex Trader,True,20,1029,13,7,All Levels,0.6833333333333333,Business Finance,2016,5,4,0,1
235,Excel Dashboard - Interactive Excel Dashboard and Charts,True,30,843,54,34,All Levels,3.0,Business Finance,2015,3,19,16,57
236,Accounting 101: Learn Business Finance Forecasting in 60mins,True,95,1730,12,12,All Levels,1.5,Business Finance,2014,7,24,15,20
237,The Securities Trade Lifecycle,True,50,1182,110,22,All Levels,4.0,Business Finance,2014,3,12,13,40
238,Double your Forex Account using the MAGIC MA trading robot,True,65,1160,117,24,Intermediate Level,2.5,Business Finance,2014,12,10,21,45
239,Technical Analysis 101: How to Profit During Market Crashes,True,95,1730,18,53,All Levels,2.0,Business Finance,2016,1,27,17,38
240,Advanced Accounting for Investment Banking,True,50,1260,80,38,Intermediate Level,4.0,Business Finance,2014,10,1,18,51
241,Investing In Stocks With 10 Simple Rules,True,95,871,79,59,All Levels,2.0,Business Finance,2015,6,16,21,35
242,Venture Capital. What is it and Why it Matters to You!,True,50,1566,48,25,All Levels,2.5,Business Finance,2015,10,14,17,50
243,Cash Flow Valuation: Develop Your Financial Literacy,True,105,2987,23,19,All Levels,2.0,Business Finance,2014,12,22,13,39
244,Direction-Independ Trading - Elite Forex Traders  Strategy,True,120,973,15,28,All Levels,2.5,Business Finance,2016,6,21,22,46
245,How to Become a Financial Analyst from Scratch!,True,40,2177,31,38,Beginner Level,5.0,Business Finance,2015,7,7,18,59
246,First Steps to Trading the Forexmarkets : Technical Analysis,True,35,1772,19,15,Beginner Level,3.5,Business Finance,2016,1,8,21,40
247,Financial analysis: Compare performance of companies,True,20,1850,40,20,All Levels,1.0,Business Finance,2015,6,1,20,9
248,Forex for Beginners: Easy Forex Trading for Beginners,False,0,1780,32,9,Beginner Level,1.0,Business Finance,2017,5,18,16,48
249,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),False,0,4607,181,11,Beginner Level,0.5333333333333333,Business Finance,2016,5,17,0,43
250,Read financial statements like a pro,True,50,12,1,38,Intermediate Level,4.0,Business Finance,2015,3,2,23,49
251,10 Numbers Every Business Owner Should Know,True,20,13,1,9,All Levels,1.0,Business Finance,2015,3,8,19,11
252,Learn How To Trade Gold In 2017,True,200,2,1,16,All Levels,1.0,Business Finance,2017,4,6,4,59
253,IAS 18 - Revenue,False,0,2571,32,23,All Levels,4.5,Business Finance,2014,3,29,14,10
254,Forex Trading: The High ROI Forex Trading End of Day Course,True,125,8,1,19,Intermediate Level,2.5,Business Finance,2014,6,16,11,2
255,Fundraise the Simplified Way: A Crowdfunding Blueprint,True,35,7,1,19,All Levels,1.0,Business Finance,2015,2,23,4,37
256,Fundamentals of Accounting for Business Owners,True,20,217,0,47,Beginner Level,2.5,Business Finance,2017,2,6,16,35
257,Practical Financial Statement Analysis,True,75,22,5,45,All Levels,4.5,Business Finance,2017,5,1,23,22
258,Forex Management - Detailed Study for CA / CS / CFA Exams,True,50,131,2,38,All Levels,3.0,Business Finance,2015,11,3,18,54
259,Financial Statement Review 101:  How to Find Errors,True,30,5,2,15,Beginner Level,2.0,Business Finance,2017,2,3,16,23
260,Professional Risk Manager (PRM) Certification: Level 1,True,50,116,10,51,All Levels,24.0,Business Finance,2013,7,23,20,18
261,International Tax  - Tax Beyond boundaries,True,100,27,6,235,All Levels,19.5,Business Finance,2016,9,6,15,3
262,The Complete Financial Statement Analysis Course,True,150,912,12,37,Beginner Level,3.0,Business Finance,2017,1,11,2,52
263,Advanced Excel functions,True,20,1964,47,15,All Levels,1.5,Business Finance,2016,1,12,20,3
264,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),True,200,1033,2,31,Beginner Level,1.5,Business Finance,2017,2,22,21,36
265,Candlestick Analysis For Professional Traders,True,95,913,117,48,Expert Level,2.0,Business Finance,2016,5,18,16,4
266,Build A Career In Forex Trading- Learn Fundamental Analysis,True,200,2092,77,52,All Levels,3.5,Business Finance,2015,11,23,20,42
267,Financial Modeling: Build a Complete DCF Valuation Model,True,95,2240,185,44,All Levels,2.5,Business Finance,2014,12,3,21,41
268,Hands-on Financial Modeling (With 6 Excel Templates),True,30,4601,38,14,Intermediate Level,4.0,Business Finance,2015,4,2,17,51
269,CAIIB Advanced Bank Management (Part I),True,25,2953,20,211,All Levels,20.5,Business Finance,2016,4,15,18,43
270,Stock Market investment:Non financial fundamental analysis,True,125,1091,4,29,Beginner Level,3.0,Business Finance,2016,12,20,14,36
271,Learn How to Play CashFlow Game,True,35,1459,11,26,Beginner Level,1.0,Business Finance,2016,10,17,21,16
272,Basics of Business Finance,True,30,4855,64,24,Beginner Level,4.0,Business Finance,2013,3,22,17,42
273,Accounting Made Easy 2,True,50,4034,8,40,Intermediate Level,3.0,Business Finance,2015,9,16,18,57
274,"Bitcoin: el futuro del dinero, hoy",True,200,57,22,19,Intermediate Level,3.0,Business Finance,2016,6,6,0,6
275,Aprende a invertir practicando,True,35,26,9,42,All Levels,2.0,Business Finance,2015,5,28,18,12
276,Trading con retrocesos de Fibonacci,True,25,14,4,15,All Levels,2.5,Business Finance,2017,2,7,15,34
277,Mit Finanzwissen zu besserem Unternehmertum,True,50,49,3,23,Beginner Level,3.0,Business Finance,2017,5,10,15,10
278,Como hacer empresa en 10 sesiones prácticas,True,20,11,2,10,Intermediate Level,0.5,Business Finance,2015,11,19,18,20
279,المحاسبة للإداريين و غير المحاسبين,True,20,9,3,17,Beginner Level,0.7166666666666667,Business Finance,2016,4,23,22,57
280,株式投資で本当のファンダメンタル分析ができるようになる,True,20,91,7,30,All Levels,2.0,Business Finance,2016,6,21,17,59
281,Curso de Trading práctico basado en casos reales,True,20,44,6,55,All Levels,10.0,Business Finance,2016,8,29,16,36
282,Curso Avanzado de Trading,True,125,106,11,100,All Levels,20.5,Business Finance,2015,11,28,6,25
283,สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,False,0,2079,258,25,All Levels,2.0,Business Finance,2015,2,15,12,17
284,MQL4 Tutorial Golden Goose,True,20,135,5,12,Beginner Level,1.5,Business Finance,2015,6,7,19,32
285,Análise de Concessão de Crédito,True,20,31,11,20,All Levels,10.5,Business Finance,2016,6,29,20,21
286,Technical Analysis Using Elliott Wave Theory,True,60,217,7,16,All Levels,1.0,Business Finance,2016,11,1,19,30
287,The Basics Of Volume Analysis,True,60,611,57,13,All Levels,1.5,Business Finance,2013,2,24,13,23
288,Crash Course on Cost of Capital and Capital Structuring,False,0,5007,41,19,All Levels,3.0,Business Finance,2015,4,13,17,52
289,Business Accounting Made Easy,True,50,1168,5,26,Beginner Level,5.5,Business Finance,2015,9,5,5,15
290,Build a DCF Model from Scratch,False,0,4653,395,5,All Levels,0.5166666666666666,Business Finance,2014,9,14,21,13
291,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",False,0,3035,12,14,All Levels,1.5,Business Finance,2016,6,20,21,2
292,Technical Analysis - A practical approach for trade entry,True,60,454,52,15,Expert Level,2.0,Business Finance,2013,2,24,4,47
293,Mastering Technical Analysis : Maximizing Trading Profits,True,60,325,14,62,All Levels,5.0,Business Finance,2016,3,4,15,33
294,The Complete Guide to Professional Trading with Elliott Wave,True,115,228,49,43,All Levels,4.5,Business Finance,2016,5,11,16,40
295,A Complete Guide to Becoming a Trader on the Forex Market,True,25,562,11,15,All Levels,1.0,Business Finance,2014,6,28,5,52
296,Stock Market for Beginners - Complete Starter Toolkit,True,120,577,45,82,Intermediate Level,6.5,Business Finance,2016,3,31,18,22
297,Beginners Binary Options Course,False,0,10540,799,14,Beginner Level,1.5,Business Finance,2014,4,27,6,58
298,Technical Analysis 101: Secrets of Trading Revealed,True,150,912,27,81,All Levels,2.5,Business Finance,2015,7,16,22,29
299,Forex: What's a Trend and When it is Strong and Reliable,False,0,2955,43,30,Intermediate Level,2.0,Business Finance,2016,10,5,15,39
300,Volatility Trading Analysis with R,True,50,190,13,45,Expert Level,6.0,Business Finance,2017,3,6,21,26
301,How To Profit From Stock Market Volatility,False,0,1736,36,11,All Levels,0.6,Business Finance,2017,1,23,18,23
302,Awaken the Accountant in You | Master the Accounting Basics,True,35,1135,10,16,Beginner Level,1.5,Business Finance,2015,11,24,23,55
303,WE WILL PAY YOU TO TRADE WITH US,True,20,2101,51,11,All Levels,2.0,Business Finance,2014,8,18,21,9
304,Situational Trading: Proven Option Strategy for any Scenario,True,200,1048,11,16,All Levels,1.5,Business Finance,2015,11,6,19,1
305,Portfolio Management for CA / CS / CFA exams,True,20,1740,5,8,All Levels,1.0,Business Finance,2015,7,21,19,24
306,Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),True,20,1749,41,21,All Levels,1.0,Business Finance,2015,6,23,22,37
307,Finding an Unlimited Amount of Investors,True,80,1187,6,6,All Levels,0.7,Business Finance,2016,3,3,22,25
308,Bookkeeping Made Easy,True,70,1263,21,18,Beginner Level,1.5,Business Finance,2015,7,14,0,0
309,BITCOIN VISUALLY. Part I.,True,50,115,6,31,Beginner Level,4.0,Business Finance,2014,3,16,14,36
310,Learn and Master the Basics of Finance,True,20,43,17,39,Beginner Level,3.0,Business Finance,2016,9,25,20,37
311,FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,True,75,55,2,27,All Levels,5.5,Business Finance,2016,1,13,3,15
312,Mastering the Market : (Technical Analysis + Candlestick),True,90,18,7,97,All Levels,7.0,Business Finance,2016,12,16,15,1
313,Mastering Countertrend Trading : High Profit Trading Pattern,True,40,14,5,11,All Levels,1.0,Business Finance,2016,10,29,19,15
314,Exam 1 Review - Managerial Accounting (U of H),True,30,47,9,22,Beginner Level,2.0,Business Finance,2016,2,11,16,23
315,* An Integrated Approach to the Fundamentals of Accounting,True,200,134,14,123,All Levels,5.5,Business Finance,2016,3,15,17,23
316,Get to grips with the CFA calculator,True,20,153,8,14,All Levels,1.5,Business Finance,2013,8,5,16,2
317,Financial Model Fundamentals-Learn the Essential Skills,True,75,47,5,27,All Levels,2.5,Business Finance,2015,6,1,20,58
318,Forex: Economic News Trading,True,25,42,14,11,All Levels,0.6833333333333333,Business Finance,2016,2,29,18,44
319,Analyze Real Estate Investments | Financial Modeling,True,20,120,18,21,All Levels,2.0,Business Finance,2015,7,21,21,45
320,Forex For Beginners - A Guide To Currency Trading,True,20,68,10,23,Beginner Level,0.5,Business Finance,2015,5,25,18,19
321,Raise Your Credit Score to 800 Or More....,True,50,844,33,40,All Levels,2.0,Business Finance,2015,7,12,19,5
322,Financial Management Budgeting Techniques,True,20,2045,3,10,All Levels,2.0,Business Finance,2015,4,12,16,28
323,Forex Killing Divergence - How to trade with precision,True,20,1168,38,11,All Levels,0.6833333333333333,Business Finance,2015,1,25,18,41
324,Working Capital Management for CA / CFA / CPA Exams,True,25,2342,9,33,Intermediate Level,3.5,Business Finance,2014,10,25,13,0
325,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,True,20,2268,4,47,All Levels,5.5,Business Finance,2015,7,7,20,21
326,Corporate Finance 101: Financial Statement Analysis & Ratios,True,50,967,16,43,All Levels,8.0,Business Finance,2016,3,20,21,39
327,Mastering Futures Options for Beginners - Your Top 5 Plays!,True,200,1185,10,33,Beginner Level,2.5,Business Finance,2016,2,2,20,35
328,"Professional Options Trading, Simplified",True,200,631,49,21,All Levels,2.0,Business Finance,2015,4,17,21,59
329,"Advanced Options Concepts - Probability, Greeks, Simulation",True,60,968,81,10,Intermediate Level,2.0,Business Finance,2013,2,27,13,5
330,Accounting Basics - A Complete Study,True,180,1132,70,332,All Levels,29.0,Business Finance,2015,5,6,23,27
331,Case Studies in Macro Economics,True,50,114,1,22,Beginner Level,4.0,Business Finance,2017,5,25,17,0
332,My Forex Strategy that win consistently over and over,True,200,204,23,9,Intermediate Level,1.5,Business Finance,2016,10,29,14,51
333,Understand Banks & Financial Markets ,True,30,1548,24,34,All Levels,3.0,Business Finance,2013,12,19,21,19
334,Stock Technical Analysis with Python,True,50,409,35,46,All Levels,8.0,Business Finance,2016,4,12,0,40
335,How to Become an Accountant from scratch!,True,40,1169,7,15,Beginner Level,3.0,Business Finance,2015,8,20,20,24
336,How to invest in Gold,True,50,249,14,39,Beginner Level,2.5,Business Finance,2016,6,14,17,10
337,Automate Your Finances,True,20,690,17,21,Beginner Level,1.0,Business Finance,2014,5,8,23,9
338,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),True,150,1340,4,272,All Levels,26.0,Business Finance,2015,7,19,19,43
339,Accounting Made Easy: A Quick Guide to Financial Accounting,True,95,274,41,18,All Levels,1.5,Business Finance,2015,10,26,23,22
340,Futures/Commodity Training (Basics),False,0,4863,202,6,Beginner Level,1.5,Business Finance,2015,2,7,7,4
341,Cost Accounting Marginal Costing Theory and Practice,True,20,1923,4,31,All Levels,2.5,Business Finance,2015,3,24,19,7
342,The Big Volatility Short: The Best Trade On Wall Street!,True,200,224,35,16,All Levels,1.5,Business Finance,2016,4,25,16,25
343,Master Finance in Three Hours,True,20,721,12,29,Beginner Level,3.0,Business Finance,2014,10,28,20,48
344,Learn Options on Futures for Hedging Options and Stocks,True,60,51,2,6,Expert Level,0.7,Business Finance,2017,5,23,22,23
345,Option selling trading as income source. Beginners friendly,True,195,1276,46,61,All Levels,6.0,Business Finance,2015,4,6,17,34
346,Introduction to Value Growth Investing,False,0,2768,83,10,All Levels,1.0,Business Finance,2016,12,20,16,8
347,Become A Forex Trader - Forex trading like a professional,False,0,1735,31,19,All Levels,2.5,Business Finance,2017,5,28,14,35
348,Hedge Fund Trading System,False,0,8985,584,12,All Levels,1.0,Business Finance,2015,3,6,1,11
349,Bulletproof Personal Finance: Expert Asset Allocation,True,45,1119,22,18,All Levels,1.0,Business Finance,2016,2,10,4,57
350,Financial Accounting: The Complete Introductory Crash Course,True,100,2591,44,69,All Levels,10.0,Business Finance,2015,1,26,20,9
351,Learn About Trading Options from a real wallstreet trader,True,20,1046,17,12,All Levels,1.0,Business Finance,2016,2,21,22,40
352,Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,True,20,2239,4,7,All Levels,1.0,Business Finance,2015,9,20,20,25
353,How to Build a Massive Stock Portfolio from Zero!,True,200,1882,51,129,All Levels,11.0,Business Finance,2015,7,20,23,7
354,Introductory Forex Trading Course,False,0,5931,158,15,Beginner Level,3.5,Business Finance,2016,5,4,22,34
355,Budgeting Hacks to Build Wealth!,False,0,4931,154,7,Beginner Level,0.5333333333333333,Business Finance,2016,5,31,15,10
356,Accounting and Finance for Bankers - A Comprehensive Study,True,180,3056,9,316,All Levels,24.5,Business Finance,2015,4,10,19,24
357,Forex Prep Academy for Beginners-Real trades!,True,75,1303,21,44,Beginner Level,3.0,Business Finance,2015,6,19,15,22
358,Accounting for Deferred Taxes (Professional Course Level),True,25,2924,6,11,All Levels,1.5,Business Finance,2015,1,15,13,19
359,TRADING TRUTHS,True,50,1405,14,27,All Levels,2.0,Business Finance,2015,6,12,17,34
360,The Binary Institute - Introductory Course in Binary Options,False,0,1121,12,6,All Levels,1.0,Business Finance,2017,4,27,23,49
361,Forex Trading vs Option Trading,True,95,1776,14,29,All Levels,2.5,Business Finance,2015,7,8,21,9
362,How to Invest in Stocks + Billionaire Investing Tips,True,40,1643,18,19,All Levels,2.0,Business Finance,2015,7,1,20,43
363,Value Investing For Beginners,True,100,801,48,25,Beginner Level,2.5,Business Finance,2016,5,11,17,20
364,TRADING TACTICS,True,145,951,25,62,All Levels,6.0,Business Finance,2015,2,13,20,19
365,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,True,30,1278,33,23,Beginner Level,0.7166666666666667,Business Finance,2015,7,2,21,57
